Assessment ID,Extracted use,Persistence Tag,Perfluoro Tag
STD1307,Additive for silicone sealant formulations.,,
STD1308,The notified chemical will be used as an engine oil additive (concentration ? 2%).,,
STD1309,"The notified chemical is intended to be used as a preservative (up to 0.4%) and active ingredient (up to 0.8%) in cosmetic and personal care products. The product types in which it is intended to be an active ingredient include antimicrobial soap, anti-dandruff shampoo, deodorant, and oral hygiene products.",,
STD1310,The notified chemical is intended to be used as a stabiliser for polymer dispersions in coatings and adhesives at up to 2%.  The most likely applications in Australia are in interior decorative paint and adhesives for wood and paper.,,
STD1311,The notified chemical is a component of inkjet printer ink for domestic and commercial use at a level of up to 5%.,,
STD1312,"Antioxidant stabiliser for thermoplastic polymers. It may be used in automotive applications such as bumper bars, interior trim, marine fittings and industrial applications such as building panels, roofing, construction, housing and crates.",,
STD1313,Lubricating oil additive for use in automatic transmission systems.,,
STD1314,Lubricating oil additive for use in automatic transmission systems.,,
STD1315,The notified chemical will be used as a gelling agent in offshore oil and gas mining operations.,,
STD1316,The notified chemical will be used as a chelating agent in commercial cleaning products at concentrations  < 10%.,,
STD1317,The notified chemicals are used as a colouring agent for the plastics (~ 5%) and coatings industries (~ 20%).,,
STD1318,The notified chemical will be used in home and personal care products (? 0.05%) as a UV light stabiliser to prevent fading or discolouration upon exposure to light.,,
STD1319,"The notified chemical will be used as an antioxidant synergist in lubricating oils (automotive, hydraulic and gear oils) and general purpose greases. The product containing the notified chemical and other additives are blended with petroleum based or synthetic base stock oils to form finished products. The predominant use (>80%) of the notified chemical in finished products will be in industrial lubricating oils.",,
STD1320,The notified polymer is a component (< 30%) of automotive paint products.,,
STD1321,The notified chemical is used as a component (< 7%) of inkjet printer ink.,,
STD1322,"The notified chemical will be used at up to 0.5% as a clarifying agent in moulded articles and films manufactured from polypropylene or high-propylene copolymers. Some specific examples of the industry/commercial/consumer application would be: plastic plates/cups, bottles, deli/grocery packaging containers, food storage containers, automotive parts, appliances, storage containers and DVD cases.",,
STD1323,The notified chemical will be used as an antioxidant in polymeric resins to make electrical appliances and components of automotive parts.,,
STD1324,The notified chemicals are used as a colouring agent for the plastics (~ 5%) and coatings industries (~ 20%).,,
STD1325,"The notified chemical is intended for use as an engine oil additive at concentrations of <5%. Engine oils containing the notified chemical will be used in vehicle manufacturing, mechanical workshops and by members of the public for do-it-yourself (DIY) use.",,
STD1326,"The notified chemical will be used as a fragrance ingredient in a variety of cosmetic and household products. The concentration of the notified chemical will be a maximum of 2% in fine perfumes, and a maximum of 0.06% in other cosmetic products and household products.",,
STD1327,"The notified chemical will be used as a dispersed solid pigment in coloured plastics at ~5% concentration and coatings at ~20% concentration. The introduction volume of the notified chemical will be split between end-use in industrial plastics (30%) and liquid coatings (70%). Coatings containing the notified chemical will be available for public use, however, it is anticipated that a maximum of 10% of the introduced volume will be sold to the public.",,
